stock_name,ticker,screener_url,market_cap,sector,industry
Reliance Industries,RELIANCE,https://www.screener.in/company/RELIANCE/consolidated/,1799885.14,"Oil, Gas & Consumable Fuels",Refineries & Marketing
I O C L,IOC,https://www.screener.in/company/IOC/consolidated/,199985.83,"Oil, Gas & Consumable Fuels",Refineries & Marketing
B P C L,BPCL,https://www.screener.in/company/BPCL/consolidated/,129027.1,"Oil, Gas & Consumable Fuels",Refineries & Marketing
H P C L,HINDPETRO,https://www.screener.in/company/HINDPETRO/consolidated/,76165.6,"Oil, Gas & Consumable Fuels",Refineries & Marketing
M R P L,MRPL,https://www.screener.in/company/MRPL/consolidated/,30887.8,"Oil, Gas & Consumable Fuels",Refineries & Marketing
C P C L,CHENNPETRO,https://www.screener.in/company/CHENNPETRO/consolidated/,14658.75,"Oil, Gas & Consumable Fuels",Refineries & Marketing
O N G C,ONGC,https://www.screener.in/company/ONGC/consolidated/,363066.86,"Oil, Gas & Consumable Fuels",Oil Exploration & Production
Oil India,OIL,https://www.screener.in/company/OIL/consolidated/,76580.9,"Oil, Gas & Consumable Fuels",Oil Exploration & Production
Coal India,COALINDIA,https://www.screener.in/company/COALINDIA/consolidated/,279880.64,"Oil, Gas & Consumable Fuels",Coal
Bharat Coking,BHARATCOAL,https://www.screener.in/company/BHARATCOAL/,15219.08,"Oil, Gas & Consumable Fuels",Coal
GAIL (India),GAIL,https://www.screener.in/company/GAIL/consolidated/,100086.17,"Oil, Gas & Consumable Fuels",Gas Transmission/Marketing
Guj.St.Petronet,GSPL,https://www.screener.in/company/GSPL/consolidated/,13543.42,"Oil, Gas & Consumable Fuels",Gas Transmission/Marketing
Energy InfrTrust,542543,https://www.screener.in/company/542543/consolidated/,5312.0,"Oil, Gas & Consumable Fuels",Gas Transmission/Marketing
Adani Total Gas,ATGL,https://www.screener.in/company/ATGL/consolidated/,60500.2,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier
Petronet LNG,PETRONET,https://www.screener.in/company/PETRONET/consolidated/,40722.07,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier
Mahanagar Gas,MGL,https://www.screener.in/company/MGL/,10265.18,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier
Aegis Logistics,AEGISLOG,https://www.screener.in/company/AEGISLOG/consolidated/,21237.42,"Oil, Gas & Consumable Fuels",Trading - Gas
Aegis Vopak Term,AEGISVOPAK,https://www.screener.in/company/AEGISVOPAK/consolidated/,20689.75,"Oil, Gas & Consumable Fuels",Oil Storage & Transportation
Castrol India,CASTROLIND,https://www.screener.in/company/CASTROLIND/,17746.84,"Oil, Gas & Consumable Fuels",Lubricants
HDFC Bank,HDFCBANK,https://www.screener.in/company/HDFCBANK/consolidated/,1227928.99,Financial Services,Private Sector Bank
ICICI Bank,ICICIBANK,https://www.screener.in/company/ICICIBANK/consolidated/,917559.76,Financial Services,Private Sector Bank
Axis Bank,AXISBANK,https://www.screener.in/company/AXISBANK/consolidated/,409893.77,Financial Services,Private Sector Bank
Kotak Mah. Bank,KOTAKBANK,https://www.screener.in/company/KOTAKBANK/consolidated/,370055.05,Financial Services,Private Sector Bank
IDBI Bank,IDBI,https://www.screener.in/company/IDBI/consolidated/,77503.75,Financial Services,Private Sector Bank
Federal Bank,FEDERALBNK,https://www.screener.in/company/FEDERALBNK/consolidated/,69837.67,Financial Services,Private Sector Bank
IndusInd Bank,INDUSINDBK,https://www.screener.in/company/INDUSINDBK/consolidated/,63473.47,Financial Services,Private Sector Bank
Yes Bank,YESBANK,https://www.screener.in/company/YESBANK/consolidated/,59401.88,Financial Services,Private Sector Bank
IDFC First Bank,IDFCFIRSTB,https://www.screener.in/company/IDFCFIRSTB/consolidated/,56126.33,Financial Services,Private Sector Bank
Karur Vysya Bank,KARURVYSYA,https://www.screener.in/company/KARURVYSYA/,26835.08,Financial Services,Private Sector Bank
Bandhan Bank,BANDHANBNK,https://www.screener.in/company/BANDHANBNK/,26756.84,Financial Services,Private Sector Bank
City Union Bank,CUB,https://www.screener.in/company/CUB/,18747.22,Financial Services,Private Sector Bank
T N Merc. Bank,TMB,https://www.screener.in/company/TMB/,10162.95,Financial Services,Private Sector Bank
South Ind.Bank,SOUTHBANK,https://www.screener.in/company/SOUTHBANK/,9993.86,Financial Services,Private Sector Bank
Karnataka Bank,KTKBANK,https://www.screener.in/company/KTKBANK/,9221.97,Financial Services,Private Sector Bank
CSB Bank,CSBBANK,https://www.screener.in/company/CSBBANK/,6863.08,Financial Services,Private Sector Bank
DCB Bank,DCBBANK,https://www.screener.in/company/DCBBANK/,5879.71,Financial Services,Private Sector Bank
SBI,SBIN,https://www.screener.in/company/SBIN/consolidated/,961178.07,Financial Services,Public Sector Bank
Bank of Baroda,BANKBARODA,https://www.screener.in/company/BANKBARODA/consolidated/,141809.16,Financial Services,Public Sector Bank
Union Bank (I),UNIONBANK,https://www.screener.in/company/UNIONBANK/consolidated/,140954.69,Financial Services,Public Sector Bank
Indian Bank,INDIANB,https://www.screener.in/company/INDIANB/consolidated/,126843.91,Financial Services,Public Sector Bank
Punjab Natl.Bank,PNB,https://www.screener.in/company/PNB/consolidated/,125939.83,Financial Services,Public Sector Bank
Canara Bank,CANBK,https://www.screener.in/company/CANBK/consolidated/,125129.31,Financial Services,Public Sector Bank
Bank of India,BANKINDIA,https://www.screener.in/company/BANKINDIA/consolidated/,65708.39,Financial Services,Public Sector Bank
I O B,IOB,https://www.screener.in/company/IOB/,65473.85,Financial Services,Public Sector Bank
Bank of Maha,MAHABANK,https://www.screener.in/company/MAHABANK/consolidated/,53817.79,Financial Services,Public Sector Bank
UCO Bank,UCOBANK,https://www.screener.in/company/UCOBANK/,32176.89,Financial Services,Public Sector Bank
Pun. & Sind Bank,PSB,https://www.screener.in/company/PSB/,17142.93,Financial Services,Public Sector Bank
Bajaj Finance,BAJFINANCE,https://www.screener.in/company/BAJFINANCE/consolidated/,562113.6,Financial Services,Non Banking Financial Company (NBFC)
Shriram Finance,SHRIRAMFIN,https://www.screener.in/company/SHRIRAMFIN/consolidated/,187396.26,Financial Services,Non Banking Financial Company (NBFC)
Muthoot Finance,MUTHOOTFIN,https://www.screener.in/company/MUTHOOTFIN/consolidated/,139611.97,Financial Services,Non Banking Financial Company (NBFC)
Tata Capital,TATACAP,https://www.screener.in/company/TATACAP/consolidated/,138595.02,Financial Services,Non Banking Financial Company (NBFC)
Cholaman.Inv.&Fn,CHOLAFIN,https://www.screener.in/company/CHOLAFIN/consolidated/,130655.24,Financial Services,Non Banking Financial Company (NBFC)
L&T Finance Ltd,LTF,https://www.screener.in/company/LTF/consolidated/,68150.63,Financial Services,Non Banking Financial Company (NBFC)
SBI Cards,SBICARD,https://www.screener.in/company/SBICARD/,63657.29,Financial Services,Non Banking Financial Company (NBFC)
Sundaram Finance,SUNDARMFIN,https://www.screener.in/company/SUNDARMFIN/consolidated/,54400.88,Financial Services,Non Banking Financial Company (NBFC)
HDB FINANC SER,HDBFS,https://www.screener.in/company/HDBFS/,51413.77,Financial Services,Non Banking Financial Company (NBFC)
M & M Fin. Serv.,M&MFIN,https://www.screener.in/company/M&MFIN/consolidated/,41122.39,Financial Services,Non Banking Financial Company (NBFC)
Authum Invest,AIIL,https://www.screener.in/company/AIIL/,36575.21,Financial Services,Non Banking Financial Company (NBFC)
Manappuram Fin.,MANAPPURAM,https://www.screener.in/company/MANAPPURAM/consolidated/,22261.13,Financial Services,Non Banking Financial Company (NBFC)
IIFL Finance,IIFL,https://www.screener.in/company/IIFL/consolidated/,18829.87,Financial Services,Non Banking Financial Company (NBFC)
Capri Global,CGCL,https://www.screener.in/company/CGCL/consolidated/,17119.59,Financial Services,Non Banking Financial Company (NBFC)
Five-Star Bus.Fi,FIVESTAR,https://www.screener.in/company/FIVESTAR/,12485.57,Financial Services,Non Banking Financial Company (NBFC)
SBFC Finance,SBFC,https://www.screener.in/company/SBFC/,9740.84,Financial Services,Non Banking Financial Company (NBFC)
Bengal & Assam,533095,https://www.screener.in/company/533095/consolidated/,6410.3,Financial Services,Non Banking Financial Company (NBFC)
MAS FINANC SER,MASFIN,https://www.screener.in/company/MASFIN/consolidated/,5635.01,Financial Services,Non Banking Financial Company (NBFC)
Dhenu Buildcon,501945,https://www.screener.in/company/501945/,5251.4,Financial Services,Non Banking Financial Company (NBFC)
Fedbank Financi.,FEDFINA,https://www.screener.in/company/FEDFINA/,5214.29,Financial Services,Non Banking Financial Company (NBFC)
Life Insurance,LICI,https://www.screener.in/company/LICI/consolidated/,501951.8,Financial Services,Life Insurance
SBI Life Insuran,SBILIFE,https://www.screener.in/company/SBILIFE/,190989.41,Financial Services,Life Insurance
HDFC Life Insur.,HDFCLIFE,https://www.screener.in/company/HDFCLIFE/consolidated/,127463.77,Financial Services,Life Insurance
ICICI Pru Life,ICICIPRULI,https://www.screener.in/company/ICICIPRULI/consolidated/,78548.04,Financial Services,Life Insurance
Max Financial,MFSL,https://www.screener.in/company/MFSL/consolidated/,55423.1,Financial Services,Life Insurance
Bajaj Finserv,BAJAJFINSV,https://www.screener.in/company/BAJAJFINSV/consolidated/,283008.51,Financial Services,Holding Company
Bajaj Holdings,BAJAJHLDNG,https://www.screener.in/company/BAJAJHLDNG/consolidated/,110352.74,Financial Services,Holding Company
Choice Intl.,CHOICEIN,https://www.screener.in/company/CHOICEIN/consolidated/,15295.98,Financial Services,Holding Company
JM Financial,JMFINANCIL,https://www.screener.in/company/JMFINANCIL/consolidated/,12482.79,Financial Services,Holding Company
Edelweiss.Fin.,EDELWEISS,https://www.screener.in/company/EDELWEISS/consolidated/,10862.38,Financial Services,Holding Company
Kama Holdings,532468,https://www.screener.in/company/532468/consolidated/,7829.62,Financial Services,Holding Company
ICICI AMC,ICICIAMC,https://www.screener.in/company/ICICIAMC/consolidated/,160608.69,Financial Services,Asset Management Company
HDFC AMC,HDFCAMC,https://www.screener.in/company/HDFCAMC/,107326.34,Financial Services,Asset Management Company
Nippon Life Ind.,NAM-INDIA,https://www.screener.in/company/NAM-INDIA/consolidated/,57950.33,Financial Services,Asset Management Company
Aditya AMC,ABSLAMC,https://www.screener.in/company/ABSLAMC/consolidated/,27982.27,Financial Services,Asset Management Company
UTI AMC,UTIAMC,https://www.screener.in/company/UTIAMC/,12103.47,Financial Services,Asset Management Company
Canara Robeco,CRAMC,https://www.screener.in/company/CRAMC/,5078.18,Financial Services,Asset Management Company
Jio Financial,JIOFIN,https://www.screener.in/company/JIOFIN/consolidated/,151713.85,Financial Services,Investment Company
Aditya Birla Cap,ABCAPITAL,https://www.screener.in/company/ABCAPITAL/consolidated/,87614.39,Financial Services,Investment Company
Chola Financial,CHOLAHLDNG,https://www.screener.in/company/CHOLAHLDNG/consolidated/,29665.04,Financial Services,Investment Company
TVS Holdings,TVSHLTD,https://www.screener.in/company/TVSHLTD/consolidated/,27818.04,Financial Services,Investment Company
Mah. Scooters,MAHSCOOTER,https://www.screener.in/company/MAHSCOOTER/,14990.23,Financial Services,Investment Company
JSW Holdings,JSWHL,https://www.screener.in/company/JSWHL/consolidated/,14357.0,Financial Services,Investment Company
Tsf Investments,TSFINV,https://www.screener.in/company/TSFINV/consolidated/,8201.18,Financial Services,Investment Company
Religare Enterp.,RELIGARE,https://www.screener.in/company/RELIGARE/consolidated/,7425.7,Financial Services,Investment Company
Power Fin.Corpn.,PFC,https://www.screener.in/company/PFC/consolidated/,141430.17,Financial Services,Financial Institution
I R F C,IRFC,https://www.screener.in/company/IRFC/,128607.69,Financial Services,Financial Institution
REC Ltd,RECLTD,https://www.screener.in/company/RECLTD/consolidated/,91306.88,Financial Services,Financial Institution
H U D C O,HUDCO,https://www.screener.in/company/HUDCO/consolidated/,36400.58,Financial Services,Financial Institution
Indian Renewable,IREDA,https://www.screener.in/company/IREDA/,34592.89,Financial Services,Financial Institution
IFCI,IFCI,https://www.screener.in/company/IFCI/consolidated/,15093.51,Financial Services,Financial Institution
BSE,BSE,https://www.screener.in/company/BSE/consolidated/,132673.61,Financial Services,Exchange and Data Platform
Multi Comm. Exc.,MCX,https://www.screener.in/company/MCX/consolidated/,67741.9,Financial Services,Exchange and Data Platform
Indian Energy Ex,IEX,https://www.screener.in/company/IEX/,11563.47,Financial Services,Exchange and Data Platform
Billionbrains,GROWW,https://www.screener.in/company/GROWW/consolidated/,117077.08,Financial Services,Stockbroking & Allied
Motil.Oswal.Fin.,MOTILALOFS,https://www.screener.in/company/MOTILALOFS/consolidated/,45771.3,Financial Services,Stockbroking & Allied
360 ONE,360ONE,https://www.screener.in/company/360ONE/consolidated/,40360.15,Financial Services,Stockbroking & Allied
Angel One,ANGELONE,https://www.screener.in/company/ANGELONE/consolidated/,25684.32,Financial Services,Stockbroking & Allied
Nuvama Wealth,NUVAMA,https://www.screener.in/company/NUVAMA/consolidated/,23575.34,Financial Services,Stockbroking & Allied
IIFL Capital,IIFLCAPS,https://www.screener.in/company/IIFLCAPS/consolidated/,8569.89,Financial Services,Stockbroking & Allied
ICICI Lombard,ICICIGI,https://www.screener.in/company/ICICIGI/,88135.17,Financial Services,General Insurance
General Insuranc,GICRE,https://www.screener.in/company/GICRE/consolidated/,68263.73,Financial Services,General Insurance
Go Digit General,GODIGIT,https://www.screener.in/company/GODIGIT/,29482.04,Financial Services,General Insurance
Star Health Insu,STARHEALTH,https://www.screener.in/company/STARHEALTH/,27357.58,Financial Services,General Insurance
New India Assura,NIACL,https://www.screener.in/company/NIACL/consolidated/,21381.43,Financial Services,General Insurance
Niva Bupa Health,NIVABUPA,https://www.screener.in/company/NIVABUPA/,13575.12,Financial Services,General Insurance
AU Small Finance,AUBANK,https://www.screener.in/company/AUBANK/,72087.92,Financial Services,Other Bank
Ujjivan Small,UJJIVANSFB,https://www.screener.in/company/UJJIVANSFB/,11432.86,Financial Services,Other Bank
Equitas Sma. Fin,EQUITASBNK,https://www.screener.in/company/EQUITASBNK/,6776.92,Financial Services,Other Bank
One 97,PAYTM,https://www.screener.in/company/PAYTM/consolidated/,70267.5,Financial Services,Financial Technology (Fintech)
PB Fintech.,POLICYBZR,https://www.screener.in/company/POLICYBZR/consolidated/,69096.27,Financial Services,Financial Technology (Fintech)
Pine Labs,PINELABS,https://www.screener.in/company/PINELABS/consolidated/,19544.53,Financial Services,Financial Technology (Fintech)
AvenuesAI,CCAVENUE,https://www.screener.in/company/CCAVENUE/consolidated/,5246.87,Financial Services,Financial Technology (Fintech)
Bajaj Housing,BAJAJHFL,https://www.screener.in/company/BAJAJHFL/,69916.51,Financial Services,Housing Finance Company
Piramal Finance.,PIRAMALFIN,https://www.screener.in/company/PIRAMALFIN/consolidated/,38961.41,Financial Services,Housing Finance Company
LIC Housing Fin.,LICHSGFIN,https://www.screener.in/company/LICHSGFIN/consolidated/,29277.09,Financial Services,Housing Finance Company
PNB Housing,PNBHOUSING,https://www.screener.in/company/PNBHOUSING/,22477.69,Financial Services,Housing Finance Company
Aadhar Hsg. Fin.,AADHARHFC,https://www.screener.in/company/AADHARHFC/consolidated/,20545.6,Financial Services,Housing Finance Company
Can Fin Homes,CANFINHOME,https://www.screener.in/company/CANFINHOME/,11200.24,Financial Services,Housing Finance Company
Home First Finan,HOMEFIRST,https://www.screener.in/company/HOMEFIRST/,11067.64,Financial Services,Housing Finance Company
Aptus Value Hou.,APTUS,https://www.screener.in/company/APTUS/consolidated/,10896.88,Financial Services,Housing Finance Company
AAVAS Financiers,AAVAS,https://www.screener.in/company/AAVAS/,9688.07,Financial Services,Housing Finance Company
INDIA SHELTE FIN,INDIASHLTR,https://www.screener.in/company/INDIASHLTR/,8323.9,Financial Services,Housing Finance Company
Anand Rathi Wea.,ANANDRATHI,https://www.screener.in/company/ANANDRATHI/,29509.12,Financial Services,Financial Products Distributor
Prudent Corp.,PRUDENT,https://www.screener.in/company/PRUDENT/consolidated/,9633.58,Financial Services,Financial Products Distributor
CRISIL,CRISIL,https://www.screener.in/company/CRISIL/consolidated/,28603.23,Financial Services,Other Financial Services
RRPSemiconductor,504346,https://www.screener.in/company/504346/,13264.87,Financial Services,Other Financial Services
C D S L,CDSL,https://www.screener.in/company/CDSL/consolidated/,26737.37,Financial Services,"Depositories, Clearing Houses and Other Intermediaries"
N S D L,544467,https://www.screener.in/company/544467/consolidated/,18265.0,Financial Services,"Depositories, Clearing Houses and Other Intermediaries"
Cams Services,CAMS,https://www.screener.in/company/CAMS/,17327.98,Financial Services,"Depositories, Clearing Houses and Other Intermediaries"
KFin Technolog.,KFINTECH,https://www.screener.in/company/KFINTECH/consolidated/,15387.6,Financial Services,"Depositories, Clearing Houses and Other Intermediaries"
CreditAcc. Gram.,CREDITACC,https://www.screener.in/company/CREDITACC/,19812.27,Financial Services,Microfinance Institutions
ICRA,ICRA,https://www.screener.in/company/ICRA/consolidated/,5109.66,Financial Services,Ratings
Bharti Airtel,BHARTIARTL,https://www.screener.in/company/BHARTIARTL/consolidated/,1132982.16,Telecommunication,Telecom - Cellular & Fixed line services
Vodafone Idea,IDEA,https://www.screener.in/company/IDEA/consolidated/,98701.56,Telecommunication,Telecom - Cellular & Fixed line services
Bharti Hexacom,BHARTIHEXA,https://www.screener.in/company/BHARTIHEXA/,76462.77,Telecommunication,Telecom - Cellular & Fixed line services
Tata Comm,TATACOMM,https://www.screener.in/company/TATACOMM/consolidated/,41949.21,Telecommunication,Telecom - Cellular & Fixed line services
Indus Towers,INDUSTOWER,https://www.screener.in/company/INDUSTOWER/consolidated/,115578.51,Telecommunication,Telecom - Infrastructure
Altius Telecom,543225,https://www.screener.in/company/543225/consolidated/,47859.42,Telecommunication,Telecom - Infrastructure
HFCL,HFCL,https://www.screener.in/company/HFCL/consolidated/,12181.89,Telecommunication,Telecom - Infrastructure
Sterlite Tech.,STLTECH,https://www.screener.in/company/STLTECH/consolidated/,10761.43,Telecommunication,Telecom -  Equipment & Accessories
Railtel Corpn.,RAILTEL,https://www.screener.in/company/RAILTEL/,9063.3,Telecommunication,Other Telecom Services
TCS,TCS,https://www.screener.in/company/TCS/consolidated/,936503.3,Information Technology,Computers - Software & Consulting
Infosys,INFY,https://www.screener.in/company/INFY/consolidated/,540026.75,Information Technology,Computers - Software & Consulting
HCL Technologies,HCLTECH,https://www.screener.in/company/HCLTECH/consolidated/,398561.44,Information Technology,Computers - Software & Consulting
Wipro,WIPRO,https://www.screener.in/company/WIPRO/consolidated/,212906.1,Information Technology,Computers - Software & Consulting
Tech Mahindra,TECHM,https://www.screener.in/company/TECHM/consolidated/,143267.89,Information Technology,Computers - Software & Consulting
LTIMindtree,LTM,https://www.screener.in/company/LTM/consolidated/,135585.23,Information Technology,Computers - Software & Consulting
Persistent Systems,PERSISTENT,https://www.screener.in/company/PERSISTENT/consolidated/,86312.22,Information Technology,Computers - Software & Consulting
Mphasis,MPHASIS,https://www.screener.in/company/MPHASIS/consolidated/,45560.6,Information Technology,Computers - Software & Consulting
Coforge,COFORGE,https://www.screener.in/company/COFORGE/consolidated/,42485.08,Information Technology,Computers - Software & Consulting
Hexaware Tech.,HEXT,https://www.screener.in/company/HEXT/consolidated/,29019.57,Information Technology,Computers - Software & Consulting
Tata Elxsi,TATAELXSI,https://www.screener.in/company/TATAELXSI/,27780.21,Information Technology,Computers - Software & Consulting
KPIT Technologi.,KPITTECH,https://www.screener.in/company/KPITTECH/consolidated/,19635.51,Information Technology,Computers - Software & Consulting
Fractal Analyt.,FRACTAL,https://www.screener.in/company/FRACTAL/consolidated/,14132.09,Information Technology,Computers - Software & Consulting
Zensar Tech.,ZENSARTECH,https://www.screener.in/company/ZENSARTECH/consolidated/,12604.21,Information Technology,Computers - Software & Consulting
Birlasoft Ltd,BSOFT,https://www.screener.in/company/BSOFT/consolidated/,10429.74,Information Technology,Computers - Software & Consulting
Intellect Design,INTELLECT,https://www.screener.in/company/INTELLECT/consolidated/,9394.45,Information Technology,Computers - Software & Consulting
Sonata Software,SONATSOFTW,https://www.screener.in/company/SONATSOFTW/consolidated/,6862.52,Information Technology,Computers - Software & Consulting
Rategain Travel,RATEGAIN,https://www.screener.in/company/RATEGAIN/consolidated/,6535.83,Information Technology,Computers - Software & Consulting
Newgen Software,NEWGEN,https://www.screener.in/company/NEWGEN/consolidated/,6496.19,Information Technology,Computers - Software & Consulting
Latent View,LATENTVIEW,https://www.screener.in/company/LATENTVIEW/consolidated/,6170.5,Information Technology,Computers - Software & Consulting
Happiest Minds,HAPPSTMNDS,https://www.screener.in/company/HAPPSTMNDS/consolidated/,5773.54,Information Technology,Computers - Software & Consulting
Oracle Fin.Serv.,OFSS,https://www.screener.in/company/OFSS/consolidated/,62828.55,Information Technology,Software Products
Tanla Platforms,TANLA,https://www.screener.in/company/TANLA/consolidated/,6283.43,Information Technology,Software Products
C.E. Info System,MAPMYINDIA,https://www.screener.in/company/MAPMYINDIA/consolidated/,5064.01,Information Technology,Software Products
L&T Technology,LTTS,https://www.screener.in/company/LTTS/consolidated/,35297.85,Information Technology,IT Enabled Services
Inventurus Knowl,IKS,https://www.screener.in/company/IKS/consolidated/,25348.51,Information Technology,IT Enabled Services
Tata Technolog.,TATATECH,https://www.screener.in/company/TATATECH/consolidated/,22680.08,Information Technology,IT Enabled Services
Sagility,SAGILITY,https://www.screener.in/company/SAGILITY/consolidated/,19979.98,Information Technology,IT Enabled Services
Affle 3i,AFFLE,https://www.screener.in/company/AFFLE/consolidated/,19637.93,Information Technology,IT Enabled Services
Cyient,CYIENT,https://www.screener.in/company/CYIENT/consolidated/,9893.61,Information Technology,IT Enabled Services
Black Box,BBOX,https://www.screener.in/company/BBOX/consolidated/,8598.28,Information Technology,IT Enabled Services
Amagi Media Labs,AMAGI,https://www.screener.in/company/AMAGI/consolidated/,7368.7,Information Technology,IT Enabled Services
Larsen & Toubro,LT,https://www.screener.in/company/LT/consolidated/,535779.88,Construction,Civil Construction
Rail Vikas,RVNL,https://www.screener.in/company/RVNL/consolidated/,56852.52,Construction,Civil Construction
IRB Infra.Devl.,IRB,https://www.screener.in/company/IRB/consolidated/,25218.9,Construction,Civil Construction
Kalpataru Proj.,KPIL,https://www.screener.in/company/KPIL/consolidated/,19515.85,Construction,Civil Construction
KEC International,KEC,https://www.screener.in/company/KEC/consolidated/,15382.2,Construction,Civil Construction
Ircon Intl.,IRCON,https://www.screener.in/company/IRCON/consolidated/,12544.63,Construction,Civil Construction
Techno Elec.Engg,TECHNOE,https://www.screener.in/company/TECHNOE/consolidated/,12494.63,Construction,Civil Construction
Engineers India,ENGINERSIN,https://www.screener.in/company/ENGINERSIN/consolidated/,11727.05,Construction,Civil Construction
Afcons Infrastr.,AFCONS,https://www.screener.in/company/AFCONS/,11487.62,Construction,Civil Construction
Cemindia Project,CEMPRO,https://www.screener.in/company/CEMPRO/consolidated/,10381.98,Construction,Civil Construction
NCC,NCC,https://www.screener.in/company/NCC/consolidated/,9284.57,Construction,Civil Construction
G R Infraproject,GRINFRA,https://www.screener.in/company/GRINFRA/consolidated/,8113.65,Construction,Civil Construction
ISGEC Heavy,ISGEC,https://www.screener.in/company/ISGEC/consolidated/,7007.38,Construction,Civil Construction
Dilip Buildcon,DBL,https://www.screener.in/company/DBL/consolidated/,7004.71,Construction,Civil Construction
Power Mech Proj.,POWERMECH,https://www.screener.in/company/POWERMECH/consolidated/,6570.66,Construction,Civil Construction
Shrem InvIT,SHREMINVIT,https://www.screener.in/company/SHREMINVIT/consolidated/,6108.44,Construction,Civil Construction
Welspun Enterp,WELENT,https://www.screener.in/company/WELENT/consolidated/,5982.63,Construction,Civil Construction
Ahluwalia Contr.,AHLUCONT,https://www.screener.in/company/AHLUCONT/consolidated/,5110.15,Construction,Civil Construction
Ceigall India,CEIGALL,https://www.screener.in/company/CEIGALL/consolidated/,5084.52,Construction,Civil Construction
Hind. Unilever,HINDUNILVR,https://www.screener.in/company/HINDUNILVR/consolidated/,501203.13,Fast Moving Consumer Goods,Diversified FMCG
ITC,ITC,https://www.screener.in/company/ITC/consolidated/,379768.45,Fast Moving Consumer Goods,Diversified FMCG
Hindustan Foods,HNDFDS,https://www.screener.in/company/HNDFDS/consolidated/,6020.09,Fast Moving Consumer Goods,Diversified FMCG
Nestle India,NESTLEIND,https://www.screener.in/company/NESTLEIND/,237029.63,Fast Moving Consumer Goods,Packaged Foods
Britannia Inds.,BRITANNIA,https://www.screener.in/company/BRITANNIA/consolidated/,131795.3,Fast Moving Consumer Goods,Packaged Foods
Bikaji Foods,BIKAJI,https://www.screener.in/company/BIKAJI/consolidated/,16030.83,Fast Moving Consumer Goods,Packaged Foods
Zydus Wellness,ZYDUSWELL,https://www.screener.in/company/ZYDUSWELL/consolidated/,15495.19,Fast Moving Consumer Goods,Packaged Foods
Mrs Bectors,BECTORFOOD,https://www.screener.in/company/BECTORFOOD/,5782.51,Fast Moving Consumer Goods,Packaged Foods
Varun Beverages,VBL,https://www.screener.in/company/VBL/consolidated/,143045.72,Fast Moving Consumer Goods,Other Beverages
Godrej Consumer,GODREJCP,https://www.screener.in/company/GODREJCP/consolidated/,108892.8,Fast Moving Consumer Goods,Personal Care
Dabur India,DABUR,https://www.screener.in/company/DABUR/consolidated/,76144.43,Fast Moving Consumer Goods,Personal Care
Gillette India,GILLETTE,https://www.screener.in/company/GILLETTE/,24814.2,Fast Moving Consumer Goods,Personal Care
Cupid,CUPID,https://www.screener.in/company/CUPID/,12434.03,Fast Moving Consumer Goods,Personal Care
Bajaj Consumer,BAJAJCON,https://www.screener.in/company/BAJAJCON/consolidated/,5143.23,Fast Moving Consumer Goods,Personal Care
Tata Consumer,TATACONSUM,https://www.screener.in/company/TATACONSUM/consolidated/,106699.73,Fast Moving Consumer Goods,Tea & Coffee
Marico,MARICO,https://www.screener.in/company/MARICO/consolidated/,97017.16,Fast Moving Consumer Goods,Edible Oil
Patanjali Foods,PATANJALI,https://www.screener.in/company/PATANJALI/,49834.02,Fast Moving Consumer Goods,Edible Oil
AWL Agri Busine.,AWL,https://www.screener.in/company/AWL/consolidated/,23014.74,Fast Moving Consumer Goods,Edible Oil
Gokul Agro,GOKULAGRO,https://www.screener.in/company/GOKULAGRO/consolidated/,5896.71,Fast Moving Consumer Goods,Edible Oil
United Spirits,UNITDSPR,https://www.screener.in/company/UNITDSPR/consolidated/,90900.67,Fast Moving Consumer Goods,Breweries & Distilleries
Radico Khaitan,RADICO,https://www.screener.in/company/RADICO/,36389.32,Fast Moving Consumer Goods,Breweries & Distilleries
Allied Blenders,ABDL,https://www.screener.in/company/ABDL/consolidated/,13054.16,Fast Moving Consumer Goods,Breweries & Distilleries
Tilaknagar Inds.,TI,https://www.screener.in/company/TI/consolidated/,10431.98,Fast Moving Consumer Goods,Breweries & Distilleries
Godfrey Phillips,GODFRYPHLP,https://www.screener.in/company/GODFRYPHLP/consolidated/,31723.35,Fast Moving Consumer Goods,Cigarettes & Tobacco Products
Elitecon Inter.,539533,https://www.screener.in/company/539533/consolidated/,6310.88,Fast Moving Consumer Goods,Cigarettes & Tobacco Products
Hatsun Agro,HATSUN,https://www.screener.in/company/HATSUN/,20247.83,Fast Moving Consumer Goods,Dairy Products
Dodla Dairy,DODLA,https://www.screener.in/company/DODLA/consolidated/,6224.38,Fast Moving Consumer Goods,Dairy Products
Kwality Wall's,KWIL,https://www.screener.in/company/KWIL/,5622.62,Fast Moving Consumer Goods,Dairy Products
Avanti Feeds,AVANTIFEED,https://www.screener.in/company/AVANTIFEED/consolidated/,17529.99,Fast Moving Consumer Goods,Animal Feed
DOMS Industries,DOMS,https://www.screener.in/company/DOMS/consolidated/,14541.2,Fast Moving Consumer Goods,Stationary
L T Foods,LTFOODS,https://www.screener.in/company/LTFOODS/consolidated/,14075.85,Fast Moving Consumer Goods,Other Agricultural Products
